-0.01002106,-0.00398492,2.77373174,-0.12689287,0.36719156,-3.17,-9.136,-15.648,-13.382,-28.258,-18.03,-27.943,Acer-Ginnala
-0.01598159,-0.00693708,3.01301521,-0.1464531,0.60647503,-3.162,-8.949,-15.159,-13.139,-27.41,-17.701,-27.471,Acer-Ginnala
-0.0150414,-0.00727026,3.03322256,-0.1726971,0.62668238,-3.162,-8.305,-14.664,-13.615,-27.818,-18.247,-28.054,Acer-Ginnala
-0.01403563,-0.00566949,2.9260153,-0.13105602,0.51947511,-3.17,-9.136,-15.648,-13.382,-28.258,-18.03,-27.943,Acer-Ginnala
-0.01597309,-0.0061179, 2.95884976,-0.12197896,0.55230958,-3.16,-8.451,-14.771,-13.559,-28.299,-17.786,-27.739,Acer-Ginnala
-0.01404593,-0.00551535,2.91412115,-0.12581021,0.50758097,-3.163,-8.916,-15.366,-13.711,-29.224,-18.194,-28.252,Acer-Ginnala
-0.01265927,-0.00585133,2.93963486,-0.16000079,0.53309468,-3.169,-8.585,-15.271,-13.624,-28.103,-17.952,-28.509,Acer-Ginnala
-0.01899,-0.00862266,3.10664003,-0.15798748,0.70009985,-3.159,-9.038,-14.432,-13.076,-27.064,-17.969,-26.921,Acer-Griseum
-0.01057415,-0.00384476,2.75825092,-0.11193587,0.35171074,-3.168,-8.929,-16.319,-13.544,-29.09,-18.009,-28.489,Acer-Griseum
-0.0101346,-0.00357976,2.72736825,-0.10743416,0.32082807,-3.169,-9.926,-16.434,-13.618,-29.064,-19.221,-28.678,Acer-Griseum
-0.01233667,-0.00574031,2.93137124,-0.16155272,0.52483106,-3.169,-9.349,-14.836,-14.159,-29.291,-19.329,-28.668,Acer-Griseum
-0.01409873,-0.00749896,3.04655963,-0.20193268,0.64001945,-3.166,-9.214,-14.997,-15.841,-31.957,-20.951,-31.269,Acer-Griseum
-0.01610969,-0.00612158,2.95910899,-0.12065807,0.55256881,-3.161,-9.773,-15.859,-13.237,-27.81,-18.139,-28.269,Acer-Griseum
-0.01923923,-0.00889241,3.11988363,-0.16249931,0.71334345,-3.159,-9.39,-16.472,-13.134,-27.949,-18.244,-28.573,Acer-Griseum
-0.01656508,-0.00756961,3.05059707,-0.15863889,0.64405689,-3.161,-10.419,-15.917,-13.655,-28.441,-19.681,-30.038,Acer-Griseum
-0.01657593,-0.00767801,3.05671826,-0.16202726,0.65017808,-3.162,-8.732,-15.089,-13.034,-28.168,-17.485,-27.097,Acer-Griseum
-0.01035789,-0.00438296,2.81488103,-0.13910186,0.40834085,-3.171,-8.622,-14.174,-13.175,-27.032,-18.326,-26.97,Acer-Griseum
-0.01147213,-0.00488152,2.8614191,-0.14063137,0.45487892,-3.167,-8.496,-14.726,-14.293,-28.821,-18.594,-29.342,Acer-Palmatum
-0.00818149,-0.0033361,2.69687501,-0.13102636,0.29033483,-3.173,-8.635,-15.736,-13.783,-28.551,-18.134,-29.248,Acer-Palmatum
-0.00881922,-0.00365214,2.73602523,-0.13423326,0.32948505,-3.17,-8.55,-15.843,-15.165,-30.868,-19.619,-30.779,Acer-Palmatum
-0.01217016,-0.00547075,2.91061738,-0.15306947,0.5040772,-3.166,-8.612,-15.568,-13.869,-28.768,-18.216,-28.712,Acer-Palmatum
-0.01072145,-0.00460971,2.83667387,-0.14257788,0.43013369,-3.17,-9.865,-16.745,-13.697,-28.92,-19.222,-29.958,Acer-Palmatum
-0.01464932,-0.00494853,2.86730707,-0.10219395,0.46076688,-3.159,-8.244,-15.168,-13.611,-28.283,-18.038,-28.07,Acer-Palmatum
-0.01030727,-0.00335263,2.69901352,-0.09613632,0.29247334,-3.168,-8.732,-15.043,-14.238,-29.168,-18.753,-28.944,Acer-Palmatum
-0.0108829,-0.00357325,2.72658125,-0.09748314,0.32004107,-3.166,-8.319,-14.697,-13.364,-27.575,-17.841,-27.518,Acer-Palmatum
-0.01003508,-0.00328214,2.68981938,-0.09678268,0.2832792,-3.166,-8.211,-16.213,-14.984,-31.441,-19.26,-30.587,Acer-Palmatum
-0.0079134,-0.00329467,2.69146808,-0.1350073,0.2849279,-3.173,-8.599,-14.753,-13.743,-28.02,-18.073,-28.437,Acer-Palmatum
-0.01167885,-0.00543199,2.90754835,-0.16119721,0.50100817,-3.169,-8.321,-15.945,-13.617,-28.761,-17.785,-28.443,Acer-Pensylvanicum
-0.01694997,-0.00780361,3.06370245,-0.16063794,0.65716227,-3.16,-8.781,-15.233,-13.49,-27.861,-17.891,-28.555,Acer-Pensylvanicum
-0.01497371,-0.00669521,2.99772375,-0.15283481,0.59118357,-3.166,-9.402,-15.09,-13.554,-27.881,-18.956,-28.707,Acer-Pensylvanicum
-0.01387172,-0.00678281,3.00332522,-0.17545591,0.59678503,-3.169,-9.963,-16.085,-13.514,-28.477,-18.685,-28.451,Acer-Pensylvanicum
-0.01329266,-0.00567693,2.92658052,-0.14201622,0.52004034,-3.164,-8.036,-15.007,-14.017,-28.848,-18.078,-28.585,Acer-Pensylvanicum
-0.03239188,-0.01474504,3.33659693,-0.16368271,0.93005675,-3.138,-8.329,-14.681,-13.216,-27.502,-17.576,-27.215,Acer-Pensylvanicum
-0.03139386,-0.01578217,3.36560228,-0.19123946,0.9590621,-3.148,-8.705,-15.224,-13.713,-28.221,-19.146,-28.574,Acer-Pensylvanicum
-0.02529326,-0.01201762,3.24912618,-0.17213589,0.842586,-3.15,-9.716,-15.054,-12.939,-27.059,-17.829,-27.117,Acer-Pensylvanicum
-0.02384875,-0.0110174,3.21188486,-0.16414423,0.80534468,-3.152,-10.417,-16.377,-13.035,-27.743,-18.909,-28.928,Acer-Pensylvanicum
-0.01407944,-0.00638803,2.9774798,-0.1559776,0.57093962,-3.166,-8.08,-13.91,-13.596,-27.388,-18.357,-27.743,Acer-Pensylvanicum
